id;date;x;y
13;02/06/2019 16:40;47.22259903;-2.409800053
14;02/06/2019 16:40;47.22259903;-2.41230011
15;02/06/2019 16:40;47.22024918;-2.412620068
16;02/06/2019 16:40;47.22140121;-2.414900064
17;02/06/2019 16:40;47.22019958;-2.416100025
18;02/06/2019 16:40;47.2234993;-2.408200026
19;02/06/2019 16:40;47.22206879;-2.407500029
2;02/06/2019 16:40;47.22230148;-2.415299892
20;02/06/2019 16:40;47.22019958;-2.417399883
22;02/06/2019 16:40;47.22288895;-2.41553998
23;02/06/2019 16:40;47.22674179;-2.414289951
24;02/06/2019 16:40;47.22491837;-2.411079884
25;02/06/2019 16:40;47.22034836;-2.413579941
26;02/06/2019 16:40;47.2215004;-2.404099941
27;02/06/2019 16:40;47.22439957;-2.416500092
28;02/06/2019 16:40;47.2252388;-2.409310102
29;02/06/2019 16:40;47.22180176;-2.417900085
3;02/06/2019 16:40;47.22650146;-2.413860083
30;02/06/2019 16:40;47.22367859;-2.411799908
32;02/06/2019 16:40;47.22327042;-2.413360119
34;02/06/2019 16:40;47.22539902;-2.415699959
35;02/06/2019 16:40;47.22497177;-2.406009912
36;02/06/2019 16:40;47.22330093;-2.417900085
38;02/06/2019 16:40;47.22380066;-2.400300026
39;02/06/2019 16:40;47.2262001;-2.408299923
4;02/06/2019 16:40;47.22372818;-2.410900116
40;02/06/2019 16:40;47.22581863;-2.411789894
41;02/06/2019 16:40;47.22029877;-2.410200119
42;02/06/2019 16:40;47.22052002;-2.410739899
43;02/06/2019 16:40;47.22156906;-2.409780025
44;02/06/2019 16:40;47.22031021;-2.415189981
45;02/06/2019 16:40;47.22040939;-2.415440083
46;02/06/2019 16:40;47.2192688;-2.410840034
47;02/06/2019 16:40;47.22322083;-2.411159992
48;02/06/2019 16:40;47.22146988;-2.415899992
5;02/06/2019 16:40;47.22380066;-2.416800022
6;02/06/2019 16:40;47.22716904;-2.409209967
8;02/06/2019 16:40;47.22454071;-2.410059929
9;02/06/2019 16:40;47.22676849;-2.408629894
31;02/06/2019 16:40;47.22113037;-2.418279886
33;02/06/2019 16:40;47.22650146;-2.413399935
7;02/06/2019 16:40;47.22584915;-2.419889927
21;02/06/2019 16:41;47.22159958;-2.409499884
1;02/06/2019 16:45;47.22058868;-2.428509951
10;02/06/2019 16:45;47.21860123;-2.423799992
11;02/06/2019 16:45;47.22330093;-2.419120073
12;02/06/2019 16:45;47.2195015;-2.415800095
13;02/06/2019 16:45;47.22129822;-2.419800043
14;02/06/2019 16:45;47.22100067;-2.422899961
15;02/06/2019 16:45;47.21847153;-2.423510075
16;02/06/2019 16:45;47.21969986;-2.425400019
17;02/06/2019 16:45;47.21879959;-2.42779994
18;02/06/2019 16:45;47.22240067;-2.418600082
19;02/06/2019 16:45;47.2207489;-2.417969942
2;02/06/2019 16:45;47.22109985;-2.426399946
22;02/06/2019 16:45;47.22164917;-2.425740004
23;02/06/2019 16:45;47.22468185;-2.425400019
24;02/06/2019 16:45;47.2237587;-2.42140007
25;02/06/2019 16:45;47.21858978;-2.42437005
26;02/06/2019 16:45;47.21920013;-2.414099932
27;02/06/2019 16:45;47.22259903;-2.42840004
28;02/06/2019 16:45;47.22436905;-2.418159962
29;02/06/2019 16:45;47.21920013;-2.428100109
